"SpeciesCode","LifeStage","Count","EventID","LocationID","SnorkelSurveysID","BasinWideUnitSnorkel","StartDate","FieldSeason","Latitude","Longitude","StreamNumber","Watershed","StreamName","HabitatDescriptionSnorkel","Pass","Visibility","TimeElapsed_s","RiverReach"
"SH","YoY",1,14308,3,4845,120,"2020-07-23",2020,37.87048,-122.58219,"11","Redwood Creek","Redwood Creek Mainstem","Scour Pool",2,".9",NA,"PacificWay"
"SH","1+",4,14308,3,4845,120,"2020-07-23",2020,37.87048,-122.58219,"11","Redwood Creek","Redwood Creek Mainstem","Scour Pool",2,".9",NA,"PacificWay"
"CO","YoY",0,14309,5,4846,143,"2020-07-23",2020,37.87193,-122.582798,"13","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",2,".8",NA,"PacificWay"
"SH","YoY",1,14309,5,4846,143,"2020-07-23",2020,37.87193,-122.582798,"13","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",2,".8",NA,"PacificWay"
"SH","1+",2,14309,5,4846,143,"2020-07-23",2020,37.87193,-122.582798,"13","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",2,".8",NA,"PacificWay"
"CO","YoY",0,14310,7,4847,167,"2020-07-23",2020,37.873067,-122.583592,"15","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",2,".9",NA,"PacificWay"
"SH","YoY",1,14310,7,4847,167,"2020-07-23",2020,37.873067,-122.583592,"15","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",2,".9",NA,"PacificWay"
"SH","1+",5,14310,7,4847,167,"2020-07-23",2020,37.873067,-122.583592,"15","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",2,".9",NA,"PacificWay"
"CO","YoY",0,14311,10,4848,182,"2020-07-23",2020,37.874915,-122.582915,"18","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",2,".8",NA,"PacificWay"
"SH","1+",12,14311,10,4848,182,"2020-07-23",2020,37.874915,-122.582915,"18","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",2,".8",NA,"PacificWay"
"SH","YoY",1,14311,10,4848,182,"2020-07-23",2020,37.874915,-122.582915,"18","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",2,".8",NA,"PacificWay"
"CO","YoY",0,14312,13,4849,200,"2020-07-23",2020,37.876118,-122.58216,"20","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",2,".8",NA,"PacificWay"
"SH","YoY",1,14312,13,4849,200,"2020-07-23",2020,37.876118,-122.58216,"20","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",2,".8",NA,"PacificWay"
"SH","1+",5,14312,13,4849,200,"2020-07-23",2020,37.876118,-122.58216,"20","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",2,".8",NA,"PacificWay"
"CO","YoY",0,14313,15,4850,217,"2020-07-23",2020,37.877118,-122.58097,"22","Redwood Creek","Redwood Creek Mainstem","Scour Pool",2,".9",NA,"PacificWay"
"SH","YoY",1,14313,15,4850,217,"2020-07-23",2020,37.877118,-122.58097,"22","Redwood Creek","Redwood Creek Mainstem","Scour Pool",2,".9",NA,"PacificWay"
"SH","1+",12,14313,15,4850,217,"2020-07-23",2020,37.877118,-122.58097,"22","Redwood Creek","Redwood Creek Mainstem","Scour Pool",2,".9",NA,"PacificWay"
"CO","YoY",0,14314,15,4851,227,"2020-07-27",2020,37.877118,-122.58097,"22","Redwood Creek","Redwood Creek Mainstem","Scour Pool",2,".9",NA,"PacificWay"
"SH","YoY",1,14314,15,4851,227,"2020-07-27",2020,37.877118,-122.58097,"22","Redwood Creek","Redwood Creek Mainstem","Scour Pool",2,".9",NA,"PacificWay"
"SH","1+",12,14314,15,4851,227,"2020-07-27",2020,37.877118,-122.58097,"22","Redwood Creek","Redwood Creek Mainstem","Scour Pool",2,".9",NA,"PacificWay"
"CO","YoY",0,14315,17,4852,239,"2020-07-27",2020,37.877861,-122.579412,"24","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",2,".9",NA,"PacificWay"
"SH","YoY",1,14315,17,4852,239,"2020-07-27",2020,37.877861,-122.579412,"24","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",2,".9",NA,"PacificWay"
"SH","1+",1,14315,17,4852,239,"2020-07-27",2020,37.877861,-122.579412,"24","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",2,".9",NA,"PacificWay"
"SH","1+",4,14316,17,4853,246,"2020-07-27",2020,37.877861,-122.579412,"24","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,".8",NA,"PacificWay"
"CO","YoY",0,14316,17,4853,246,"2020-07-27",2020,37.877861,-122.579412,"24","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,".8",NA,"PacificWay"
"SH","YoY",1,14316,17,4853,246,"2020-07-27",2020,37.877861,-122.579412,"24","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,".8",NA,"PacificWay"
"SH","1+",1,14317,19,4854,260,"2020-07-27",2020,37.878983,-122.578175,"26","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,".9",120,"PacificWay"
"CO","YoY",0,14317,19,4854,260,"2020-07-27",2020,37.878983,-122.578175,"26","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,".9",120,"PacificWay"
"SH","YoY",1,14317,19,4854,260,"2020-07-27",2020,37.878983,-122.578175,"26","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,".9",120,"PacificWay"
"CO","YoY",0,14318,19,4855,268,"2020-07-27",2020,37.878983,-122.578175,"26","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",1020,"PacificWay"
"SH","YoY",1,14318,19,4855,268,"2020-07-27",2020,37.878983,-122.578175,"26","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",1020,"PacificWay"
"SH","1+",11,14318,19,4855,268,"2020-07-27",2020,37.878983,-122.578175,"26","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",1020,"PacificWay"
"SH","1+",6,14319,20,4856,278,"2020-07-27",2020,37.879457,-122.577714,"27","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,".9",480,"PacificWay"
"CO","YoY",0,14319,20,4856,278,"2020-07-27",2020,37.879457,-122.577714,"27","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,".9",480,"PacificWay"
"SH","YoY",1,14319,20,4856,278,"2020-07-27",2020,37.879457,-122.577714,"27","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,".9",480,"PacificWay"
"SH","1+",0,14320,21,4857,291,"2020-07-27",2020,37.880083,-122.577204,"28","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",180,"PacificWay"
"CO","YoY",0,14320,21,4857,291,"2020-07-27",2020,37.880083,-122.577204,"28","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",180,"PacificWay"
"SH","YoY",1,14320,21,4857,291,"2020-07-27",2020,37.880083,-122.577204,"28","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",180,"PacificWay"
"CO","YoY",0,14321,22,4858,297,"2020-07-27",2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",600,"PacificWay"
"SH","YoY",1,14321,22,4858,297,"2020-07-27",2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",600,"PacificWay"
"SH","1+",15,14321,22,4858,297,"2020-07-27",2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",600,"PacificWay"
"SH","YoY",1,14322,24,4859,309,"2020-07-27",2020,37.881138,-122.576186,"30","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",240,"KentCreekTrail"
"SH","1+",1,14322,24,4859,309,"2020-07-27",2020,37.881138,-122.576186,"30","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",240,"KentCreekTrail"
"CO","YoY",0,14322,24,4859,309,"2020-07-27",2020,37.881138,-122.576186,"30","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",240,"KentCreekTrail"
"CO","YoY",0,14323,25,4860,320,"2020-07-27",2020,37.881622,-122.575398,"31","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",240,"KentCreekTrail"
"SH","YoY",1,14323,25,4860,320,"2020-07-27",2020,37.881622,-122.575398,"31","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",240,"KentCreekTrail"
"SH","1+",1,14323,25,4860,320,"2020-07-27",2020,37.881622,-122.575398,"31","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",240,"KentCreekTrail"
"CO","YoY",0,14324,26,4861,332,"2020-07-27",2020,37.88215,-122.574451,"32","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",360,"KentCreekTrail"
"SH","YoY",1,14324,26,4861,332,"2020-07-27",2020,37.88215,-122.574451,"32","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",360,"KentCreekTrail"
"SH","1+",2,14324,26,4861,332,"2020-07-27",2020,37.88215,-122.574451,"32","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",360,"KentCreekTrail"
"CO","YoY",0,14325,23,4862,43,"2020-07-28",2020,37.86553,-122.57749,"3","Redwood Creek","Redwood Creek Mainstem","Scour Pool",3,".8",360,"PacificWay"
"SH","YoY",1,14325,23,4862,43,"2020-07-28",2020,37.86553,-122.57749,"3","Redwood Creek","Redwood Creek Mainstem","Scour Pool",3,".8",360,"PacificWay"
"SH","1+",4,14325,23,4862,43,"2020-07-28",2020,37.86553,-122.57749,"3","Redwood Creek","Redwood Creek Mainstem","Scour Pool",3,".8",360,"PacificWay"
"CO","YoY",0,14326,56,4863,65,"2020-07-28",2020,37.8671,-122.579695,"6","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",3,".9",180,"Dipsea"
"SH","YoY",1,14326,56,4863,65,"2020-07-28",2020,37.8671,-122.579695,"6","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",3,".9",180,"Dipsea"
"SH","1+",2,14326,56,4863,65,"2020-07-28",2020,37.8671,-122.579695,"6","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",3,".9",180,"Dipsea"
"CO","YoY",0,14327,74,4864,82,"2020-07-28",2020,37.86857,-122.58031,"8","Redwood Creek","Redwood Creek Mainstem","Scour Pool",3,".8",360,NA
"SH","YoY",1,14327,74,4864,82,"2020-07-28",2020,37.86857,-122.58031,"8","Redwood Creek","Redwood Creek Mainstem","Scour Pool",3,".8",360,NA
"SH","1+",6,14327,74,4864,82,"2020-07-28",2020,37.86857,-122.58031,"8","Redwood Creek","Redwood Creek Mainstem","Scour Pool",3,".8",360,NA
"CO","YoY",0,14328,2,4865,97,"2020-07-28",2020,37.86978,-122.58167,"10","Redwood Creek","Redwood Creek Mainstem","Scour Pool",3,".9",180,"PacificWay"
"SH","1+",1,14328,2,4865,97,"2020-07-28",2020,37.86978,-122.58167,"10","Redwood Creek","Redwood Creek Mainstem","Scour Pool",3,".9",180,"PacificWay"
"SH","YoY",1,14328,2,4865,97,"2020-07-28",2020,37.86978,-122.58167,"10","Redwood Creek","Redwood Creek Mainstem","Scour Pool",3,".9",180,"PacificWay"
"CO","YoY",0,14329,3,4866,120,"2020-07-28",2020,37.87048,-122.58219,"11","Redwood Creek","Redwood Creek Mainstem","Scour Pool",3,".9",60,"PacificWay"
"SH","YoY",1,14329,3,4866,120,"2020-07-28",2020,37.87048,-122.58219,"11","Redwood Creek","Redwood Creek Mainstem","Scour Pool",3,".9",60,"PacificWay"
"SH","1+",0,14329,3,4866,120,"2020-07-28",2020,37.87048,-122.58219,"11","Redwood Creek","Redwood Creek Mainstem","Scour Pool",3,".9",60,"PacificWay"
"CO","YoY",0,14330,5,4867,143,"2020-07-28",2020,37.87193,-122.582798,"13","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",3,".9",180,"PacificWay"
"SH","YoY",1,14330,5,4867,143,"2020-07-28",2020,37.87193,-122.582798,"13","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",3,".9",180,"PacificWay"
"SH","1+",1,14330,5,4867,143,"2020-07-28",2020,37.87193,-122.582798,"13","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",3,".9",180,"PacificWay"
"CO","YoY",0,14331,7,4868,167,"2020-07-28",2020,37.873067,-122.583592,"15","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",3,"1",180,"PacificWay"
"SH","YoY",1,14331,7,4868,167,"2020-07-28",2020,37.873067,-122.583592,"15","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",3,"1",180,"PacificWay"
"SH","1+",4,14331,7,4868,167,"2020-07-28",2020,37.873067,-122.583592,"15","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",3,"1",180,"PacificWay"
"CO","YoY",0,14332,10,4869,182,"2020-07-28",2020,37.874915,-122.582915,"18","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",3,"1",300,"PacificWay"
"SH","YoY",1,14332,10,4869,182,"2020-07-28",2020,37.874915,-122.582915,"18","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",3,"1",300,"PacificWay"
"SH","1+",12,14332,10,4869,182,"2020-07-28",2020,37.874915,-122.582915,"18","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",3,"1",300,"PacificWay"
"SH","1+",3,14333,13,4870,200,"2020-07-28",2020,37.876118,-122.58216,"20","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",3,".8",420,"PacificWay"
"CO","YoY",0,14333,13,4870,200,"2020-07-28",2020,37.876118,-122.58216,"20","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",3,".8",420,"PacificWay"
"SH","YoY",1,14333,13,4870,200,"2020-07-28",2020,37.876118,-122.58216,"20","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",3,".8",420,"PacificWay"
"SH","1+",4,14334,15,4871,217,"2020-07-28",2020,37.877118,-122.58097,"22","Redwood Creek","Redwood Creek Mainstem","Scour Pool",3,".9",180,"PacificWay"
"CO","YoY",0,14334,15,4871,217,"2020-07-28",2020,37.877118,-122.58097,"22","Redwood Creek","Redwood Creek Mainstem","Scour Pool",3,".9",180,"PacificWay"
"SH","YoY",1,14334,15,4871,217,"2020-07-28",2020,37.877118,-122.58097,"22","Redwood Creek","Redwood Creek Mainstem","Scour Pool",3,".9",180,"PacificWay"
"CO","YoY",0,14335,15,4872,227,"2020-07-28",2020,37.877118,-122.58097,"22","Redwood Creek","Redwood Creek Mainstem","Scour Pool",3,"1",240,"PacificWay"
"SH","YoY",1,14335,15,4872,227,"2020-07-28",2020,37.877118,-122.58097,"22","Redwood Creek","Redwood Creek Mainstem","Scour Pool",3,"1",240,"PacificWay"
"SH","1+",5,14335,15,4872,227,"2020-07-28",2020,37.877118,-122.58097,"22","Redwood Creek","Redwood Creek Mainstem","Scour Pool",3,"1",240,"PacificWay"
"CO","YoY",0,14336,27,4873,344,"2020-07-28",2020,37.882868,-122.574335,"33","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",300,"KentCreekTrail"
"SH","YoY",1,14336,27,4873,344,"2020-07-28",2020,37.882868,-122.574335,"33","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",300,"KentCreekTrail"
"SH","1+",9,14336,27,4873,344,"2020-07-28",2020,37.882868,-122.574335,"33","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",300,"KentCreekTrail"
"CO","YoY",0,14337,28,4874,356,"2020-07-28",2020,37.883045,-122.573115,"34","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",120,"KentCreekTrail"
"SH","YoY",1,14337,28,4874,356,"2020-07-28",2020,37.883045,-122.573115,"34","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",120,"KentCreekTrail"
"SH","1+",3,14337,28,4874,356,"2020-07-28",2020,37.883045,-122.573115,"34","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",120,"KentCreekTrail"
"CO","YoY",0,14338,29,4875,366,"2020-07-28",2020,37.883427,-122.572546,"35","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,".9",300,"KentCreekTrail"
"SH","YoY",1,14338,29,4875,366,"2020-07-28",2020,37.883427,-122.572546,"35","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,".9",300,"KentCreekTrail"
"SH","1+",2,14338,29,4875,366,"2020-07-28",2020,37.883427,-122.572546,"35","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,".9",300,"KentCreekTrail"
"CO","YoY",0,14339,30,4876,374,"2020-07-28",2020,37.883978,-122.571768,"36","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",180,"KentCreekTrail"
"SH","YoY",1,14339,30,4876,374,"2020-07-28",2020,37.883978,-122.571768,"36","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",180,"KentCreekTrail"
"SH","1+",0,14339,30,4876,374,"2020-07-28",2020,37.883978,-122.571768,"36","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",180,"KentCreekTrail"
"SH","1+",3,14340,30,4877,382,"2020-07-28",2020,37.883978,-122.571768,"36","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,".9",300,"KentCreekTrail"
"CO","YoY",0,14340,30,4877,382,"2020-07-28",2020,37.883978,-122.571768,"36","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,".9",300,"KentCreekTrail"
"SH","YoY",1,14340,30,4877,382,"2020-07-28",2020,37.883978,-122.571768,"36","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,".9",300,"KentCreekTrail"
"CO","YoY",0,14341,31,4878,389,"2020-07-28",2020,37.884512,-122.571257,"37","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,".9",300,"KentCreekTrail"
"SH","YoY",1,14341,31,4878,389,"2020-07-28",2020,37.884512,-122.571257,"37","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,".9",300,"KentCreekTrail"
"SH","1+",14,14341,31,4878,389,"2020-07-28",2020,37.884512,-122.571257,"37","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,".9",300,"KentCreekTrail"
"SH","1+",0,14342,32,4879,399,"2020-07-28",2020,37.884695,-122.570482,"38","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",120,"KentCreekTrail"
"CO","YoY",0,14342,32,4879,399,"2020-07-28",2020,37.884695,-122.570482,"38","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",120,"KentCreekTrail"
"SH","YoY",1,14342,32,4879,399,"2020-07-28",2020,37.884695,-122.570482,"38","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",120,"KentCreekTrail"
"SH","1+",3,14343,33,4880,411,"2020-07-28",2020,37.885065,-122.569617,"39","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",360,"KentCreekTrail"
"CO","YoY",0,14343,33,4880,411,"2020-07-28",2020,37.885065,-122.569617,"39","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",360,"KentCreekTrail"
"SH","YoY",1,14343,33,4880,411,"2020-07-28",2020,37.885065,-122.569617,"39","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",360,"KentCreekTrail"
"CO","YoY",0,14344,35,4881,418,"2020-07-28",2020,37.884713,-122.568948,"40","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",240,"KentCreekTrail"
"SH","YoY",1,14344,35,4881,418,"2020-07-28",2020,37.884713,-122.568948,"40","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",240,"KentCreekTrail"
"SH","1+",7,14344,35,4881,418,"2020-07-28",2020,37.884713,-122.568948,"40","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",240,"KentCreekTrail"
"SH","1+",3,14345,35,4882,425,"2020-07-28",2020,37.884713,-122.568948,"40","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,".9",240,"KentCreekTrail"
"SH","YoY",1,14345,35,4882,425,"2020-07-28",2020,37.884713,-122.568948,"40","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,".9",240,"KentCreekTrail"
"CO","YoY",0,14345,35,4882,425,"2020-07-28",2020,37.884713,-122.568948,"40","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,".9",240,"KentCreekTrail"
"SH","YoY",1,14346,37,4883,437,"2020-07-28",2020,37.885949,-122.567633,"42","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",240,"KentCreekTrail"
"SH","1+",5,14346,37,4883,437,"2020-07-28",2020,37.885949,-122.567633,"42","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",240,"KentCreekTrail"
"CO","YoY",0,14346,37,4883,437,"2020-07-28",2020,37.885949,-122.567633,"42","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",240,"KentCreekTrail"
"CO","YoY",0,14347,38,4884,452,"2020-07-28",2020,37.886577,-122.5674,"43","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",480,"KentCreekTrail"
"SH","YoY",1,14347,38,4884,452,"2020-07-28",2020,37.886577,-122.5674,"43","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",480,"KentCreekTrail"
"SH","1+",6,14347,38,4884,452,"2020-07-28",2020,37.886577,-122.5674,"43","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",1,"1",480,"KentCreekTrail"
"CO","YoY",0,14348,39,4885,466,"2020-07-28",2020,37.887009,-122.566678,"44","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",240,"KentCreekTrail"
"SH","YoY",1,14348,39,4885,466,"2020-07-28",2020,37.887009,-122.566678,"44","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",240,"KentCreekTrail"
"SH","1+",2,14348,39,4885,466,"2020-07-28",2020,37.887009,-122.566678,"44","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",240,"KentCreekTrail"
"CO","YoY",0,14349,40,4886,475,"2020-07-28",2020,37.887963,-122.566782,"45","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",360,"KentCreekTrail"
"SH","YoY",1,14349,40,4886,475,"2020-07-28",2020,37.887963,-122.566782,"45","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",360,"KentCreekTrail"
"SH","1+",3,14349,40,4886,475,"2020-07-28",2020,37.887963,-122.566782,"45","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",360,"KentCreekTrail"
"CO","YoY",0,14350,41,4887,486,"2020-07-28",2020,37.888516,-122.567389,"46","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",300,"KentCreekTrail"
"SH","YoY",1,14350,41,4887,486,"2020-07-28",2020,37.888516,-122.567389,"46","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",300,"KentCreekTrail"
"SH","1+",4,14350,41,4887,486,"2020-07-28",2020,37.888516,-122.567389,"46","Redwood Creek","Redwood Creek Mainstem","Scour Pool",1,"1",300,"KentCreekTrail"
"CO","YoY",0,14351,17,4888,239,"2020-07-29",2020,37.877861,-122.579412,"24","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",3,"1",60,"PacificWay"
"SH","1+",0,14351,17,4888,239,"2020-07-29",2020,37.877861,-122.579412,"24","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",3,"1",60,"PacificWay"
"SH","YoY",1,14351,17,4888,239,"2020-07-29",2020,37.877861,-122.579412,"24","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",3,"1",60,"PacificWay"
"CO","YoY",0,14352,19,4889,268,"2020-07-29",2020,37.878983,-122.578175,"26","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",2,"1",300,"PacificWay"
"SH","YoY",1,14352,19,4889,268,"2020-07-29",2020,37.878983,-122.578175,"26","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",2,"1",300,"PacificWay"
"SH","1+",11,14352,19,4889,268,"2020-07-29",2020,37.878983,-122.578175,"26","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",2,"1",300,"PacificWay"
"CO","YoY",0,14353,22,4890,297,"2020-07-29",2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem","Scour Pool",2,".9",360,"PacificWay"
"SH","YoY",1,14353,22,4890,297,"2020-07-29",2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem","Scour Pool",2,".9",360,"PacificWay"
"SH","1+",17,14353,22,4890,297,"2020-07-29",2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem","Scour Pool",2,".9",360,"PacificWay"
"CO","YoY",0,14354,25,4891,320,"2020-07-29",2020,37.881622,-122.575398,"31","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",2,"1",60,"KentCreekTrail"
"SH","YoY",1,14354,25,4891,320,"2020-07-29",2020,37.881622,-122.575398,"31","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",2,"1",60,"KentCreekTrail"
"SH","1+",0,14354,25,4891,320,"2020-07-29",2020,37.881622,-122.575398,"31","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",2,"1",60,"KentCreekTrail"
"CO","YoY",0,14355,27,4892,344,"2020-07-29",2020,37.882868,-122.574335,"33","Redwood Creek","Redwood Creek Mainstem","Scour Pool",2,".9",300,"KentCreekTrail"
"SH","YoY",1,14355,27,4892,344,"2020-07-29",2020,37.882868,-122.574335,"33","Redwood Creek","Redwood Creek Mainstem","Scour Pool",2,".9",300,"KentCreekTrail"
"SH","1+",10,14355,27,4892,344,"2020-07-29",2020,37.882868,-122.574335,"33","Redwood Creek","Redwood Creek Mainstem","Scour Pool",2,".9",300,"KentCreekTrail"
"SH","1+",2,14356,29,4893,366,"2020-07-29",2020,37.883427,-122.572546,"35","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",2,"1",180,"KentCreekTrail"
"CO","YoY",0,14356,29,4893,366,"2020-07-29",2020,37.883427,-122.572546,"35","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",2,"1",180,"KentCreekTrail"
"SH","YoY",1,14356,29,4893,366,"2020-07-29",2020,37.883427,-122.572546,"35","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",2,"1",180,"KentCreekTrail"
"SH","1+",4,14357,30,4894,382,"2020-07-29",2020,37.883978,-122.571768,"36","Redwood Creek","Redwood Creek Mainstem","Scour Pool",2,".9",300,"KentCreekTrail"
"SH","YoY",1,14357,30,4894,382,"2020-07-29",2020,37.883978,-122.571768,"36","Redwood Creek","Redwood Creek Mainstem","Scour Pool",2,".9",300,"KentCreekTrail"
"CO","YoY",0,14357,30,4894,382,"2020-07-29",2020,37.883978,-122.571768,"36","Redwood Creek","Redwood Creek Mainstem","Scour Pool",2,".9",300,"KentCreekTrail"
"CO","YoY",0,14358,32,4895,399,"2020-07-29",2020,37.884695,-122.570482,"38","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",2,"1",60,"KentCreekTrail"
"SH","YoY",1,14358,32,4895,399,"2020-07-29",2020,37.884695,-122.570482,"38","Redwood Creek","Redwood Creek Mainstem","Mid-Channel Pool",2,"1",60,"KentCreekTrail"
